39.8070496	-73.36644186	1
39.8133779	-73.3615022	1
39.80933514	-73.37136521	1
39.81566365	-73.36642582	1
39.82199193	-73.36148551	1
39.81162048	-73.37628888	1
39.81794921	-73.37134976	1
39.8242777	-73.36640973	1
39.83060595	-73.36146877	1
39.80757645	-73.38615081	1
39.81390562	-73.38121288	1
39.82023456	-73.37627404	1
39.82656326	-73.37133428	1
39.83289173	-73.3663936	1
39.83921996	-73.36145199	1
39.80986117	-73.39107487	1
39.81619056	-73.38613722	1
39.82251971	-73.38119865	1
39.82884863	-73.37625916	1
39.83517731	-73.37131875	1
39.81214569	-73.39599926	1
39.81847529	-73.39106188	1
39.82480466	-73.38612359	1
39.83113378	-73.38118437	1
39.83746268	-73.37624424	1
39.81443001	-73.40092398	1
39.82075982	-73.39598688	1
39.8270894	-73.39104886	1
39.83341874	-73.38610992	1
39.83974785	-73.38117006	1
39.84607672	-73.37622928	1
39.81671412	-73.40584903	1
39.82304414	-73.40091221	1
39.82937394	-73.39597446	1
39.83570349	-73.3910358	1
39.84203281	-73.38609621	1
39.8483619	-73.38115571	1
39.81899803	-73.41077442	1
39.82532827	-73.40583786	1
39.83165827	-73.40090039	1
39.83798804	-73.395962	1
39.84431757	-73.39102269	1
39.82128173	-73.41570013	1
39.82761218	-73.41076385	1
39.8339424	-73.40582666	1
39.84027238	-73.40088854	1
39.84660213	-73.3959495	1
39.85293164	-73.39100955	1
39.82356523	-73.42062617	1
39.8298959	-73.41569017	1
39.83622633	-73.41075325	1
39.84255652	-73.40581541	1
39.84888648	-73.40087665	1
39.85521621	-73.39593697	1
39.82584853	-73.42555255	1
39.83217941	-73.42061682	1
39.83851005	-73.41568018	1
39.84484046	-73.41074261	1
39.85117063	-73.40580412	1
39.85750057	-73.40086472	1
39.82813163	-73.43047926	1
39.83446272	-73.4255438	1
39.84079357	-73.42060743	1
39.84712419	-73.41567014	1
39.85345458	-73.41073193	1
39.85978473	-73.4057928	1
39.83041452	-73.43540629	1
39.83674582	-73.43047111	1
39.84307689	-73.42553502	1
39.84940772	-73.420598	1
39.85573832	-73.41566007	1
39.86206869	-73.41072121	1
39.8326972	-73.44033366	1
39.83902872	-73.43539876	1
39.84536	-73.43046294	1
39.85169105	-73.4255262	1
39.85802186	-73.42058854	1
39.86435244	-73.41564996	1
39.83497968	-73.44526136	1
39.84131141	-73.44032673	1
39.84764291	-73.43539119	1
39.85397417	-73.43045472	1
39.86030519	-73.42551734	1
39.86663598	-73.42057903	1
39.83726196	-73.45018939	1
39.8435939	-73.44525504	1
39.84992561	-73.44031977	1
39.85625708	-73.43538358	1
39.86258832	-73.43044647	1
39.86891933	-73.42550844	1
39.83954404	-73.45511775	1
39.84587619	-73.45018367	1
