south_north,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
10,4.0286202,3.543026,2.9185183,1.7009823,0.74044794,2.7650251,2.8740144,3.1357706,3.3252666,3.5807877,3.3123133,3.0926993,2.7070625,3.1814811,2.879789,2.7854338,2.492598,2.2972028,2.3735669,2.493196,2.7460792,2.6602726,2.277671,2.1580472,2.1885667,2.1907628,2.2341413,2.2186966,2.5420744,2.0437164,2.3967614,2.463146,2.7283518,2.4071546,2.6435144,2.5146937,2.9451969,3.0849767,3.19037,3.148431,3.1050596,2.4926574,3.052379,3.8310056,3.3870518,2.5349731,2.8729632,3.1456344,3.3186831,3.2661073,3.1267936,2.7862575,2.3973618,2.2768397,2.696246,2.808676,2.548716,2.2725542,2.5778646,2.9600568,2.5060906,1.7281559,1.7236263,2.5188265,2.9454195,2.4845989,2.1184504,1.9144686,2.0427709,2.1488423,1.9032812,1.8275957,2.037811,1.7102506,1.7892838,1.9657006,1.9014847,1.8696156,2.077171,1.9492689,1.7242868,1.6891717,1.7208228,1.8599862,1.7125632,1.8136835,1.7786083,1.6146438,1.8928114,1.9555765,1.9166472,1.9316835,1.7924013,1.640252,1.6372782,1.7325634,1.5738912,1.5714828,1.6303624,1.4085351,1.5667447,1.7595965,1.7511141,1.802738,1.6211728,1.4488249,1.6066606,1.6873469,1.9222182,1.7222785,1.675029,1.373342,1.3688431,1.8224323,2.115153,2.2466784,2.289606,2.3766084,2.33567,2.391825,2.4068344,2.4595032,2.53324,2.4622214,2.364898,2.2134116,2.099751,1.8186315,1.7082411,1.6822889,1.6229908,1.7102623,1.8541859,1.8150345,1.8792195,1.884118,2.004542,2.1706638,2.342366,2.5375822,2.785225,2.9534879,3.1027675,3.2943017,3.4761202,3.617026,3.745644,3.9447527,4.0289702,4.2214704,4.356121,4.5128984,4.7012577,4.9509077,4.8308144,4.881866,4.53378,4.4858766,4.6296735,4.8769274,4.9615564,5.1772084,5.0583515,4.984925,5.189853,5.1890407,5.105965,4.9975324,5.000625,4.9675922,4.9267907,4.9231324,4.912319,4.916095,4.904922,4.8986473,4.8957734,4.9071183,4.8558993,4.8971696,4.8718047,4.936197,5.082849,5.251933,5.9334984,5.4465866,5.6637836,6.4402003,6.596029,6.682154,6.5441036
11,4.195178,3.8068674,3.3055742,2.4737163,1.801506,1.591363,2.1905224,2.6691866,2.891397,2.8696084,2.4847982,3.6309338,3.4735234,3.3864481,2.845806,3.0744653,2.6528537,2.279036,2.419287,2.5621507,2.6837647,2.5858564,2.2982032,2.167521,2.2105038,2.0446205,2.1482599,2.1147046,2.7189267,2.178253,2.4163592,2.5241003,2.7143316,2.7630374,2.4264774,2.3096774,2.7126431,2.9647887,3.04933,3.11134,3.3781319,2.6901572,2.811976,3.2153294,3.4421,2.7738285,3.0515525,3.408181,3.4311051,2.9306977,2.6612287,2.5732737,2.0623024,2.38206,2.7733002,2.3717601,2.0145836,2.3775668,2.7434971,2.9612217,2.5236793,1.7216059,1.604211,2.1439564,2.8003845,2.8061075,2.3413062,1.8261687,1.917662,1.8930453,1.8161956,1.7717383,1.7401109,1.9817479,2.2031226,2.2241054,2.183611,1.9982371,1.8103175,1.6314517,1.4701657,1.5138052,1.7710428,1.6866511,1.4006746,1.5952821,1.6556069,1.6052206,1.7070389,1.603199,1.5338321,1.6678731,1.6944693,1.4927584,1.3958056,1.5061481,1.4613831,1.5133581,1.4183707,1.4997227,1.6818738,1.6075313,1.7998413,1.7327969,1.5966604,1.7405639,1.7829322,1.750139,1.9674801,1.745602,1.3041178,0.86961204,0.9837604,1.7368323,1.9146445,1.9896936,2.0703967,2.1237442,2.0834224,2.1467407,2.1541626,2.1779368,2.271895,2.2898104,2.1970856,2.0846708,1.9771707,1.6748694,1.4726998,1.4406292,1.4841743,1.369026,1.6606661,1.738317,1.6904663,1.7006507,1.9297049,2.1001005,2.3172445,2.4977899,2.7045972,2.8545134,3.0443954,3.2360387,3.3793247,3.5038807,3.6384883,3.797424,3.8688707,4.044924,4.0868754,4.2205734,4.34837,4.6879973,4.7617044,5.0479712,4.790036,4.7648625,4.521416,4.4901066,4.529084,4.768337,4.902342,4.8565536,5.1541963,4.8721256,5.0548453,4.8294406,5.020158,4.9498754,4.8714485,4.834523,4.8393793,4.8784814,4.8924146,4.916822,4.9072924,4.904292,4.909947,4.91655,4.8495765,4.949948,4.9998755,4.891861,5.5605392,5.6970873,5.960001,6.5370193,6.6708727,6.7452617,6.52182
12,4.473061,3.7836993,3.3587718,2.9554186,2.4870124,1.8667496,1.6313342,2.1498356,2.5468576,2.3325253,2.5479121,3.7801573,3.724056,3.2072968,2.7828794,3.2425778,2.7944496,2.6487384,2.5591357,2.5657752,2.6905985,2.7266855,2.4853463,2.0206237,2.1356907,2.1279519,2.2713752,2.134458,2.6377423,2.285937,2.466589,2.5306559,2.579208,2.4844205,2.2786891,2.050085,2.3758082,2.7331018,3.0358658,3.2653637,3.4773464,2.9633102,3.0906467,2.5119033,3.4213495,3.163314,3.2202978,3.449191,3.2597165,2.67532,2.248357,2.3335826,2.0606046,2.4403543,2.677904,2.2830145,2.082126,2.4143047,2.7515433,2.8744614,2.486448,1.7729402,1.7386853,2.1868947,2.611964,2.6762655,2.540678,2.1794941,2.0713756,1.8082417,1.8378096,1.9186019,1.9596763,2.2773001,2.2405689,1.808212,1.6752311,1.8439094,1.8384117,1.4473342,1.2958509,1.7490312,2.036658,1.8722236,1.5591973,1.2667062,1.458802,1.5742178,1.1318073,0.9037534,1.1464596,1.0186888,1.2176564,1.5276209,1.6984779,1.6679959,1.5388949,1.3790321,1.2181449,1.2782124,1.4238316,1.4321492,1.4722863,1.4789846,1.6117034,1.7485965,1.6027939,1.5772454,1.4960362,1.7167088,0.6086502,1.5234679,1.3188771,1.6691347,1.704793,1.7701434,1.9245375,1.9204687,1.9124098,1.977569,1.9621049,1.9721341,2.0629604,2.149155,2.0963387,2.0308225,2.013715,1.7263778,1.5506101,1.3886108,1.6611458,1.3576847,1.6165789,1.6898313,1.6338011,1.6348752,1.8374174,1.978502,2.1776142,2.3298898,2.5476222,2.7102635,2.9281232,3.0811126,3.2413201,3.3961804,3.5465913,3.6493578,3.719278,3.8877273,3.9660084,4.09816,4.2413607,4.427194,4.6262736,4.896798,4.721766,4.945539,4.819104,4.4812355,4.466779,4.7022123,4.802928,4.9265094,4.98943,4.7716856,5.01371,4.9071274,4.9287353,4.835512,4.655785,4.5122337,4.531815,4.754733,4.852097,4.9001,4.9213486,4.9249434,4.9418416,4.940288,4.925561,4.903723,4.9201975,4.9227147,5.302587,5.4263043,6.0755706,6.5218053,6.6966386,6.811356,6.5252466
13,4.831943,4.4343376,3.3709245,3.2969337,2.8504474,2.1698868,1.7826135,1.5918268,2.156703,2.6248982,3.1743984,3.9706962,3.4730482,3.0644884,3.174982,3.183177,2.9496498,2.9911644,2.7055295,2.6607478,2.700739,2.8179777,2.645715,2.0458388,2.1421678,2.0691922,2.611756,2.5855346,2.5942805,2.3494587,2.528499,2.4598107,2.2971678,2.3042436,2.0320377,2.2605314,2.0061142,2.8920672,3.1143997,3.4491687,3.2730703,3.1399238,3.2583063,2.348391,3.1485403,2.8876195,2.787376,2.817033,2.7515976,2.697869,2.3765855,2.3430235,2.4640288,2.723602,2.7920396,2.3807924,1.8392372,2.0307672,2.6591132,2.8395066,2.3863356,1.6659466,1.7091447,2.4002388,2.484286,2.2801297,2.4182494,2.7612183,2.7169352,2.324749,1.9853961,1.6989139,1.665285,1.9245185,1.8518999,1.6282502,1.6361084,1.6822913,1.6778694,1.3765379,0.99314153,1.5670935,2.1190288,1.7273245,1.5417004,1.2120223,1.1109419,1.4669017,0.76193386,0.9286864,1.53707,1.2272196,1.2350157,1.5309653,1.591242,1.5097222,1.3426582,1.1504904,0.9435436,1.013022,1.1471697,1.4825112,1.5212572,1.6554025,1.8077399,1.6793277,1.5998758,1.606347,1.6600889,1.8713385,1.2905884,1.8387591,1.3373984,1.1376737,1.4366565,1.5970387,1.7667077,1.7144321,1.7374774,1.7975491,1.7652854,1.8013514,1.8811111,1.9709556,1.9121338,1.8802439,1.8993137,1.7538136,1.4964814,1.1861426,1.7338139,1.4727923,1.6571627,1.6523654,1.516367,1.6358908,1.8219261,1.921564,2.1072931,2.260245,2.4701102,2.6395235,2.8603206,3.0047607,3.1802564,3.3261163,3.4701855,3.5622678,3.654213,3.799841,3.93115,4.048484,4.221264,4.332801,4.451702,4.5780535,4.543908,4.6543727,4.563145,4.6905527,4.624794,4.7008033,4.587167,4.9015064,4.7023096,4.708683,4.867807,4.9720726,4.73167,4.3326135,4.144771,4.0423727,4.1035657,4.407694,4.669515,4.803177,4.8737774,4.898704,4.9085417,4.9359074,4.9715743,4.966972,4.9955196,5.0754466,5.133467,4.9704475,5.6131983,6.4613976,6.6979685,6.838678,6.539696
14,5.0016294,3.9320264,3.3831666,3.1152277,3.1623704,2.4593396,1.745695,1.29592,1.7631522,2.6848307,3.1163576,3.7507591,3.3122828,3.5076785,3.470884,2.9424372,2.7381546,2.9063535,2.7061381,2.859522,2.7358134,2.578362,2.7678642,2.2507906,2.3776526,2.0846128,2.5569627,2.5553412,2.6062021,2.3363864,2.5733755,2.4444969,2.1730542,2.396608,2.4634542,2.4851975,2.1094105,2.6416643,3.1908407,3.445376,3.1472127,2.9013462,3.09935,2.8586564,3.2046432,2.9472,2.6998265,2.5449188,2.5985723,2.962552,2.5505059,2.6270165,3.064608,3.0380838,2.6814976,2.2987435,1.7936648,1.9533819,2.5871577,2.7689316,2.2604322,1.7071793,1.8494018,2.264778,2.5277848,2.5430899,2.408229,2.6397889,2.5734434,2.4353313,2.411868,2.0581682,1.562198,1.6481156,1.8162284,1.7483644,1.7559357,1.4501469,1.0992267,1.2026393,1.0206925,1.8885971,2.1115441,1.083114,0.9292708,1.2883326,0.9512776,0.65839094,0.9128436,0.6944062,1.0292479,1.4293549,1.3173722,1.1218064,1.1556269,1.1895053,1.2071389,1.1637917,1.1427783,1.2030478,1.0998522,1.1126533,1.3317358,1.4456711,1.5054213,1.5216764,1.4243281,1.4331996,1.6398324,1.8129379,1.8476225,1.3812147,1.2092725,0.99809366,1.3284734,1.4409876,1.5904979,1.61352,1.6716243,1.6837835,1.6651974,1.6874449,1.7465582,1.8534116,1.797533,1.7941382,1.6890063,1.8192639,1.5662287,1.1251401,1.6484021,1.213732,1.6682793,1.542874,1.4703616,1.7423825,1.8774811,1.961161,2.015113,2.1929586,2.379455,2.5645022,2.7547514,2.9415572,3.1080425,3.2220464,3.359383,3.4784842,3.6186907,3.7623315,3.9187226,4.041524,4.186565,4.31421,4.3780107,4.3549747,4.5648665,4.481903,4.4395413,4.613042,4.662127,4.601109,4.421228,4.6685686,4.58698,4.571298,4.749384,4.9600353,4.6400595,4.0520296,3.9935935,4.1269546,4.217736,4.2157435,4.4065175,4.614005,4.743284,4.8359537,4.864271,4.894833,4.9353704,4.9052052,4.945096,5.0178404,5.0244794,4.948723,4.921627,6.2996593,6.605936,6.771833,6.5059967
15,5.0517426,4.039734,3.3448815,3.4693403,3.1034107,3.4216485,2.3951585,1.9922556,2.3397422,2.8715882,2.5637138,3.2254016,2.8370676,3.2196054,3.1473694,2.8587003,2.702021,2.6908813,2.8570979,3.0110953,2.7927945,2.5267873,2.6280181,2.6721725,2.4260263,2.1871939,2.4313912,2.5207136,2.709508,2.3535388,2.6214912,2.4575126,2.2777457,2.4483562,2.433755,2.3205862,2.0410137,2.1441648,2.6618066,3.5050163,3.2250054,2.4536042,2.731259,2.97217,3.2051287,3.345429,2.9543517,2.8619804,2.71639,3.0486217,2.5935507,2.6378908,3.0755253,2.9587972,2.499719,2.0382195,1.8156847,2.1076934,2.5512893,2.8094592,2.4221754,2.088718,2.0332966,2.0888836,2.2271452,2.451681,2.430772,2.2892044,2.269702,2.6960478,2.6271732,2.2480254,1.9650785,1.7419949,1.6744388,1.7422634,1.4403595,1.5549039,1.1588528,1.0834341,1.4329257,1.9383116,1.8875687,1.1911951,0.8125852,1.1187607,1.2239528,0.88349336,0.5065152,0.7980799,1.259049,1.5652752,1.1144519,0.5460419,0.5739509,0.57281744,0.6890871,0.7293619,0.81407905,1.0762781,1.0703224,1.0419306,1.2327536,1.3368626,1.4444886,1.5763518,1.3198907,1.1688496,1.3118935,1.3444812,1.7618177,1.0825424,0.9938364,1.1230698,0.9003065,1.284397,1.4265118,1.5089022,1.5396975,1.5884022,1.5778087,1.5489855,1.5932062,1.7170076,1.678677,1.6519406,1.5635825,1.7551057,1.610613,1.0815821,1.6504761,1.3858074,1.4324996,1.7765838,1.7592643,1.596545,1.5521768,1.5702571,1.8806558,2.114464,2.2963183,2.4744902,2.6295052,2.8234856,2.9879436,3.092462,3.234252,3.3535397,3.5383232,3.7026448,3.843852,3.9855769,4.1194777,4.2053566,4.2784953,4.3226476,4.5828795,4.5747204,4.630542,4.597,4.62141,4.5133934,4.447146,4.445455,4.550564,4.588862,4.698894,4.867863,4.6248116,4.5299945,4.508542,4.7379556,4.8327003,4.587702,4.4267507,4.444033,4.513982,4.6859565,4.774697,4.785413,4.8965135,4.7440624,4.7759023,4.932045,5.0268574,5.355337,4.7544217,6.13178,6.4523053,6.6132903,6.409266
16,5.0588036,4.320419,3.7825992,3.5634103,3.8443341,4.1987567,3.7788332,2.7583349,1.8596541,2.3505862,2.612819,2.8468282,2.7557127,3.2667546,3.2790043,2.989313,2.7754138,2.7341156,2.9242754,3.035241,2.9773705,2.6892204,2.6633835,2.8680124,2.1653154,2.1525655,2.2801943,2.4932969,2.76026,2.4483125,2.6670325,2.3672438,2.4164243,2.409908,2.0120158,2.0084057,2.2315917,2.2442517,2.2230532,3.2120247,3.4181864,2.707725,2.723669,2.9368205,3.2469614,3.1994045,3.1228812,2.8847837,2.587762,2.5871685,2.388458,2.032764,2.931399,3.2457917,2.7289703,2.1208413,1.9648111,2.1046948,2.3854654,2.2589183,2.383355,2.6061475,2.5782566,2.4026387,2.4434056,2.7041643,2.8360875,2.517357,2.112571,2.3083894,2.4671862,2.43141,2.4040618,2.0647764,1.7965358,1.8806858,1.6856077,1.3200682,1.2633349,1.1574996,1.4988616,1.902942,1.6101081,1.0099488,0.64575344,1.0322441,1.392154,1.3934627,0.91281575,0.2550372,0.7388583,1.2860324,1.1739261,0.65114844,0.26617473,0.24134754,0.17718412,0.5136493,0.907635,0.94256186,0.824602,0.7088852,0.7818109,0.90595424,1.1597706,1.1534519,1.2362269,1.1057223,1.1042117,0.925017,1.2497739,1.2678487,1.2561349,1.368668,0.9499646,1.2101141,1.2366472,1.3036292,1.3882025,1.4787476,1.4908562,1.4355702,1.4695302,1.5839957,1.6264983,1.5484465,1.4798477,1.6779418,1.6871842,1.18343,1.4495163,1.3656888,1.071019,1.5884292,1.8475413,1.6658877,1.662561,1.5974028,2.0041611,2.0511014,2.2317607,2.4713175,2.5574837,2.6934102,2.8484864,2.981183,3.154061,3.2735832,3.4416482,3.6105936,3.712443,3.8554246,4.022491,4.0738335,4.183393,4.2890134,4.5073214,4.526366,4.619499,4.601555,4.72065,4.5618563,4.685346,4.6764655,4.6439977,4.727557,4.724572,4.7147627,4.57287,5.003044,4.931827,4.9465213,4.952976,4.99227,4.801032,4.595539,4.491174,4.5047445,4.712586,4.630408,4.772484,4.6793633,4.6284103,4.8044786,4.9620347,5.4169393,4.6982017,5.9796333,6.3134766,6.3927364,6.2767854
17,5.3588977,4.554356,4.361773,4.2309647,4.5561185,4.224481,3.9995148,3.6126132,2.5494015,1.6821802,2.4378524,2.9198356,2.6651645,3.3564456,3.1641035,2.917289,2.9751303,3.0487468,3.0276408,2.8457139,2.8637707,2.8817568,2.7153594,2.87188,2.1594565,2.1032572,2.139651,2.57283,2.6999757,2.5654159,2.7362876,2.303258,2.4438968,2.330159,1.8722941,2.2061915,2.2491732,2.9917119,2.288842,2.913474,3.1726005,3.1193125,3.192407,2.9031646,3.0898647,3.0622473,2.980948,2.8388674,3.2287712,3.3530793,2.470904,2.1174114,2.368494,2.8820531,2.5663385,2.5462105,2.3414536,1.8424289,2.2335508,3.003354,3.2278183,2.9209404,2.6221209,2.4008713,2.3464603,2.419958,2.3642619,2.3933105,2.3657606,2.1992743,2.0030594,2.1003547,2.4235039,2.1379862,1.8232541,2.0422451,2.0355337,1.5015539,1.0349147,0.96890295,1.3274324,1.9028946,2.0944488,1.5422481,1.003649,0.95401835,0.9620285,1.1581104,1.1285868,0.60164917,0.39062935,1.2337922,1.3728933,1.10206,0.9689878,0.6736798,0.6473542,0.65747416,0.63579315,0.45480168,0.53425306,0.56125236,0.7643723,0.78669876,0.8314912,0.8235217,1.0854943,1.4844064,1.4089737,1.0115352,0.9776333,1.2201755,1.5397611,1.3166262,0.54547703,0.59251994,0.77305853,1.0148067,1.1587234,1.2826929,1.3226689,1.3190755,1.319089,1.4117861,1.4775618,1.4370704,1.3485367,1.5229225,1.7407329,1.3153589,1.5124155,1.5671284,1.4771264,1.3703988,1.5604675,1.9253896,1.9718884,1.9213727,1.8933306,2.0940156,2.2506297,2.5502574,2.6380007,2.6472692,2.74524,2.9066634,3.1028411,3.2826235,3.388637,3.5098157,3.5982728,3.7185059,3.8748581,3.9713497,4.1205754,4.26358,4.3560543,4.3595304,4.520129,4.3800387,4.607328,4.6582,4.7274537,4.877623,4.8969054,4.7771554,4.7733755,4.6463203,4.6805353,5.0679507,4.971541,4.9031076,4.8281093,4.908148,5.0499215,4.9185066,4.799895,4.6053777,4.7742352,4.6810856,4.680463,4.9382625,5.0158625,4.9505954,4.930895,5.4948826,4.6943192,5.872518,6.184217,6.267236,6.1521573
18,5.2706833,4.611286,4.420844,4.4924016,4.262572,4.1059046,4.4762278,4.130549,3.40615,2.2109432,1.7479663,2.5614004,2.8626869,3.3674245,3.394229,2.8179066,2.9185486,3.1965132,2.9903934,2.7934055,2.8159535,2.7542746,2.842491,2.6432283,2.5687466,2.3096864,2.231184,2.7495997,2.7492921,2.6166558,2.8026986,2.3430328,2.511736,2.3172507,1.8790447,2.4024491,2.0791793,3.1441097,2.7124152,2.8215353,2.6736376,2.784021,3.416266,3.3387334,2.790795,2.6091816,3.3914099,3.6447659,3.9632812,3.1808233,2.450479,2.189755,2.214178,2.3588936,2.4784646,2.5470834,2.6642582,2.7135863,2.4857566,2.6170194,3.0350897,3.0849428,2.7514074,2.4746535,2.6243367,2.74855,2.5740068,2.601253,2.3369143,2.022053,1.4289354,0.9275715,1.3518357,1.7765467,1.863071,1.6167449,1.3751475,1.1634177,0.94528764,0.7789428,1.0020988,1.420774,1.6213688,1.1900467,0.70437145,0.41590378,0.39998397,0.7178674,1.0097686,0.78315234,0.34670562,0.7265657,1.0339267,1.269563,1.1851379,0.9649185,0.77700216,0.36103886,0.27934286,0.51712924,0.56123614,0.64459443,0.71312684,0.63701653,0.69691265,1.0637989,1.5285691,1.3883289,1.1836579,1.0227499,0.8683739,0.9365588,1.3791914,1.8751013,0.6516259,0.13866663,0.4698732,0.9481714,1.1189026,1.1539057,1.1817222,1.2138026,1.2115202,1.2788311,1.3517227,1.3625308,1.2944014,1.2631549,1.6513432,1.4513406,1.1617781,1.6270038,1.5910656,1.3318961,1.0836558,1.1879233,1.6263795,2.084027,1.9273119,2.4219992,2.4388092,2.5823684,2.8467145,2.740258,2.7388473,2.9024243,3.0577216,3.2423723,3.354389,3.4640198,3.4893365,3.6049354,3.7380106,3.8537185,4.000379,4.1452694,4.2601833,4.3414173,4.532795,4.4623036,4.4386797,4.5445824,4.4490614,4.592971,5.0116606,4.7723956,4.7275724,4.676431,5.033049,5.0389495,5.024317,5.0845985,5.116897,4.9688334,5.0605483,5.091503,5.1059093,5.0205607,5.0173607,5.149143,5.046256,5.2108326,5.463692,5.4903584,5.0707893,5.6532145,5.0720296,5.9022326,6.1239295,6.1906376,6.050092
19,5.328696,4.7233195,4.5997715,4.3987603,4.007356,4.5932693,5.2336316,4.9135246,4.5511346,2.9521613,1.8067648,1.6762499,2.9682474,3.4556816,3.3807497,2.8171356,2.93012,3.078446,2.9821653,2.792935,2.8232825,2.727064,2.750184,2.6678975,2.7557313,2.2441797,2.232626,2.8207283,2.6443417,2.6342413,2.83521,2.4478934,2.629956,2.3012636,2.195621,2.3350172,2.1568303,3.073336,3.0556273,2.7739775,2.4284143,2.3379118,2.80028,3.1783402,2.9714327,2.962161,3.669478,3.8896215,3.3445134,2.9327233,3.1202815,2.5658581,2.0876954,2.1526449,2.4058301,2.6919405,2.8766727,2.7852256,2.5061007,2.499993,2.9614854,3.1653216,2.8345947,2.5317276,2.4603066,2.1101549,2.1675289,2.475161,2.1694453,1.7894722,1.5853895,1.6937397,2.1578536,2.076895,1.6870488,1.501621,1.2534465,1.0923543,0.802906,0.80332124,1.2419649,1.4981494,2.0185518,2.3961823,2.174982,1.6061265,1.1668497,0.9057795,0.7835,0.37819538,0.6673662,0.48998955,0.39343166,0.8594044,0.9065117,1.1441612,0.9749269,0.46936184,0.25267404,0.46136203,0.71921796,0.9600814,0.8219916,0.64554805,0.5733196,0.89417285,0.8580115,1.0703502,0.9222687,1.1276463,0.9280418,0.95425457,0.86731315,2.1240509,1.3928782,0.4514528,0.88242114,1.1450844,1.1706908,1.1300187,1.1309814,1.1581421,1.1552031,1.1933726,1.2724432,1.2881364,1.2863849,1.2221127,1.4245651,1.6748325,1.1443114,1.1284854,1.6908331,1.726867,1.630816,1.3898256,1.4417623,1.720475,1.8224981,2.3865707,2.405518,2.2658067,2.5887594,2.82443,2.84785,2.987674,3.1181417,3.1594055,3.2602007,3.3700857,3.4189065,3.491696,3.6133783,3.716572,3.8315704,3.9982626,4.179196,4.34528,4.5508204,4.693387,4.76412,4.8035336,4.7124214,4.749182,5.002639,4.8247504,4.755838,4.608988,5.1356983,5.0791287,5.0402055,5.080088,5.2049193,5.195245,5.107124,5.137027,5.2286444,5.3426857,5.312207,5.576798,5.6622124,5.4498205,5.267161,5.720246,5.334741,5.684602,5.424636,6.0179577,6.150814,6.1267247,5.959611
20,5.2684994,4.597415,4.4963384,4.62646,4.491418,5.2700095,5.8210087,5.354792,4.74704,3.803695,3.1551998,1.0923709,2.2298849,2.930152,3.055705,2.9190075,3.0135422,3.096852,2.8971198,2.6487627,2.710388,2.7156549,2.7653368,2.7989812,2.7582412,2.1102207,2.5142224,2.6799822,2.315023,2.5550015,2.8117692,2.5625644,2.6951218,2.2485433,2.2378721,2.432548,2.647537,3.1224983,3.1047986,2.5974133,2.4198694,2.605802,2.5324273,2.7656617,3.162765,3.5184808,3.1854618,2.9303267,2.5906327,2.7045755,3.54583,2.898439,2.1947885,2.181078,2.5289664,3.0343695,2.7488556,2.5351973,2.338527,2.662003,3.0051866,2.9882455,2.357159,2.2940369,2.2195702,2.153888,2.0808735,2.1368783,2.0237427,1.4708003,0.9427551,1.0335819,1.55049,1.4034723,1.4762628,1.2497447,1.0234052,0.53390014,0.6440461,0.8356333,1.385686,1.4185828,1.6786448,2.0235994,2.2095776,1.6690078,1.4003751,1.3880706,1.3243132,0.94292456,0.67021114,0.72674304,0.6136274,0.32841712,1.1295853,1.1609955,0.7466982,0.45584264,0.29856762,0.4759487,0.7123301,0.94892263,0.8824904,0.7121512,0.42831397,0.59911865,0.44229642,0.27120808,0.66162026,0.9255265,1.1554667,1.3444164,0.5758203,1.6818317,1.5771372,0.40813792,0.5448194,0.50773305,0.76255673,0.8728184,0.98690987,1.1140429,1.1253186,1.1832289,1.2774501,1.2882184,1.2706819,1.1398685,1.2117884,1.3813654,1.5475469,1.187082,1.153029,1.6677914,1.69007,1.6631474,1.4790906,1.5104109,1.7173873,1.879187,2.0482156,2.005973,2.1072736,2.7441533,3.0242412,3.153693,3.278702,3.3056226,3.244916,3.1965268,3.3853128,3.4230163,3.5040052,3.582291,3.7084944,3.926355,4.1268034,4.286641,4.396971,4.6034617,4.9761915,5.2649283,5.3569307,5.2091036,4.9837527,4.9153166,4.8737416,4.6996636,4.956869,5.137886,5.1030803,5.1936884,5.1968064,5.322263,5.2432528,5.2447286,5.340981,5.431268,5.4107566,5.5444903,5.676403,5.625528,5.2113853,5.4555387,5.3432736,5.6203327,5.4423523,6.1395755,6.2139845,6.167288,5.9417095
21,5.06152,4.303753,4.343163,4.5879254,4.9275527,4.6641645,4.7043138,4.5822477,4.3238015,5.1201296,3.4426932,2.2549071,0.4820283,2.1262462,2.5047717,2.7809863,3.079544,2.9216566,2.839492,2.7256658,2.8366718,2.7153413,2.7806273,2.8284466,2.5346615,1.9992688,2.711775,2.5384698,2.0371845,2.5532508,2.7713313,2.627249,2.7736614,2.2253163,2.2811313,2.5075097,2.9419312,3.0415933,3.0310256,2.9123917,2.6551807,3.188806,2.875762,2.7580388,2.9439785,2.636443,2.607531,2.6425645,2.4028275,2.158201,2.872147,2.970934,2.7423718,2.5801077,2.9841156,3.0061436,2.4478266,2.3547103,2.5994549,2.4188855,2.6924675,2.6903644,2.3275998,2.2103221,2.1756487,1.8819507,2.01021,2.3040633,2.0547931,1.8300698,1.2510666,0.88132113,0.79832137,0.86277086,1.4561983,1.3741653,1.3214613,0.93078613,1.6825907,1.5154328,1.3497149,0.5899048,1.2270316,1.4043568,1.9316592,2.0927174,2.011464,1.9278963,1.8855716,1.4645029,1.3048723,1.2014534,0.9308406,0.6115669,0.9444303,0.8132745,0.57751006,0.38207307,0.3831136,0.5408617,0.79267234,0.4883352,0.8221298,0.80779654,0.575858,0.15518683,0.48149955,0.4657251,0.25405878,0.5311045,1.1578174,0.77210915,1.2361212,1.7670592,2.3762982,0.698955,0.39087158,0.44768018,0.7322969,0.9692607,1.0327331,1.1043266,1.1293579,1.1542138,1.2509588,1.2603091,1.3047832,1.2511731,1.1737986,1.2807928,1.4128802,1.5477241,1.1667383,1.1529967,1.7428843,1.772122,1.7306043,1.7908592,1.907788,1.8602958,2.0684202,2.1762102,2.2398083,2.5328588,2.8010044,3.0690303,3.280441,3.558058,3.4981635,3.3004618,3.3003647,3.3868854,3.4874287,3.5331655,3.699512,3.9257643,4.0734158,4.2080765,4.421748,4.5312467,4.73687,4.910765,5.153291,4.9694886,4.8332376,4.801117,4.763345,4.7945843,4.8348427,5.094748,5.208054,5.4515657,5.3766017,5.4003572,5.447465,5.4339366,5.4594884,5.438053,5.416718,5.4146943,5.3640647,5.5497065,5.515557,5.5757813,5.3714046,5.64299,5.336276,6.260457,6.283535,6.2261753,6.0010595
