start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sf_sfclay_physics,fitness,ghi_error,wpd_error,runtime
Jan 01 2011,6,3,3,2,1,1,1,3.7624371165793527e+23,6.0219999999999996e+23,6.0219999999999996e+23,02h 53m 37s
Jan 02 2011,6,3,3,2,1,1,1,21871.469895143848,6429.23,42321580.0,02h 29m 41s
Jan 03 2011,6,3,3,2,1,1,1,20907.95775463295,6692.99,39633692.0,01h 33m 02s
Jan 04 2011,6,3,3,2,1,1,1,15075.951291820562,6903.48,25481458.0,01h 35m 45s
Jan 05 2011,6,3,3,2,1,1,1,14810.721964586211,6885.55,24863844.0,02h 53m 17s
Jan 06 2011,6,3,3,2,1,1,1,16569.926455326007,7742.68,27740056.0,03h 24m 51s
Jan 07 2011,6,3,3,2,1,1,1,22155.63918516769,6854.99,42287236.0,02h 31m 21s
Jan 08 2011,6,3,3,2,1,1,1,27558.539942028605,6733.99,55257824.0,01h 32m 31s
Jan 09 2011,6,3,3,2,1,1,1,24174.41707798849,7514.25,46046636.0,01h 26m 38s
Jan 10 2011,6,3,3,2,1,1,1,21141.531381604527,8005.51,38096388.0,01h 32m 22s
Jan 11 2011,6,3,3,2,1,1,1,15684.933408654755,7193.36,26357734.0,03h 25m 15s
Jan 12 2011,6,3,3,2,1,1,1,35533.0877899492,9154.42,70428696.0,01h 29m 05s
Jan 13 2011,6,3,3,2,1,1,1,25241.15023235886,7930.23,47849404.0,01h 41m 26s
Jan 14 2011,6,3,3,2,1,1,1,12660.660077677448,8074.79,17778354.0,01h 25m 48s
Jan 15 2011,6,3,3,2,1,1,1,15452.132262656038,7712.5,24916140.0,02h 37m 35s
Jan 16 2011,6,3,3,2,1,1,1,16768.58528041775,7240.91,28725388.0,01h 31m 40s
Jan 17 2011,6,3,3,2,1,1,1,16506.03339916171,6984.77,28465230.0,02h 02m 49s
Jan 18 2011,6,3,3,2,1,1,1,30469.999150641997,7331.52,61008980.0,01h 01m 36s
Jan 19 2011,6,3,3,2,1,1,1,19439.857174787474,8336.15,33287466.0,01h 30m 44s
