start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sf_sfclay_physics,fitness,ghi_error,wpd_error,runtime
Jan 01 2011,4,4,2,2,2,1,2,25654.151825650893,6989.53,50470912.0,00h 55m 18s
Jan 02 2011,4,4,2,2,2,1,2,19604.144635142344,7205.22,35796684.0,04h 36m 26s
Jan 03 2011,4,4,2,2,2,1,2,18435.739705640295,7280.88,32900682.0,02h 02m 02s
Jan 04 2011,4,4,2,2,2,1,2,14893.179966187443,8012.57,23400176.0,00h 52m 36s
Jan 05 2011,4,4,2,2,2,1,2,14618.987372595933,7562.41,23402042.0,02h 40m 27s
Jan 06 2011,4,4,2,2,2,1,2,16768.423445645014,8564.46,26985702.0,01h 24m 23s
Jan 07 2011,4,4,2,2,2,1,2,21307.533979019987,7836.24,38811568.0,02h 05m 38s
Jan 08 2011,4,4,2,2,2,1,2,24802.018155872203,7549.25,47503652.0,01h 34m 59s
Jan 09 2011,4,4,2,2,2,1,2,23268.675780108133,8242.48,42808056.0,01h 28m 26s
Jan 10 2011,4,4,2,2,2,1,2,20788.73214586603,9171.24,35509416.0,02h 59m 23s
Jan 11 2011,4,4,2,2,2,1,2,15636.817683308633,7755.89,25397118.0,01h 26m 25s
Jan 12 2011,4,4,2,2,2,1,2,33247.85320618039,10027.1,63695088.0,02h 44m 39s
Jan 13 2011,4,4,2,2,2,1,2,22929.918511044918,8769.57,41101556.0,01h 15m 24s
Jan 14 2011,4,4,2,2,2,1,2,12971.469570943116,9522.7,16321230.0,02h 56m 02s
Jan 15 2011,4,4,2,2,2,1,2,16090.857461261981,9285.18,24041472.0,01h 56m 18s
Jan 16 2011,4,4,2,2,2,1,2,15853.701446586954,8178.95,25128084.0,03h 00m 43s
Jan 17 2011,4,4,2,2,2,1,2,16962.732281366025,7944.11,28083174.0,01h 33m 48s
Jan 18 2011,4,4,2,2,2,1,2,29174.069950774006,8873.37,55576404.0,03h 00m 37s
Jan 19 2011,4,4,2,2,2,1,2,19154.757529518964,9610.81,30654836.0,04h 28m 11s
Jan 20 2011,4,4,2,2,2,1,2,14401.860193978659,8440.34,21147654.0,00h 52m 48s
Jan 21 2011,4,4,2,2,2,1,2,25392.636033343282,8325.86,47341700.0,01h 27m 05s
Jan 22 2011,4,4,2,2,2,1,2,21637.319592592234,8402.03,38283228.0,01h 34m 48s
Jan 23 2011,4,4,2,2,2,1,2,21319.106282875033,9024.93,36522020.0,01h 15m 43s
Jan 24 2011,4,4,2,2,2,1,2,21323.85321691774,10275.17,34542180.0,02h 58m 15s
Jan 25 2011,4,4,2,2,2,1,2,18381.0264159027,10569.32,27055850.0,02h 06m 16s
Jan 26 2011,4,4,2,2,2,1,2,23794.34291924534,10665.78,39684756.0,01h 30m 05s
Jan 27 2011,4,4,2,2,2,1,2,22460.120967071878,10297.21,37047280.0,01h 34m 07s
Jan 28 2011,4,4,2,2,2,1,2,17057.40350984367,10031.15,24605992.0,01h 19m 53s
Jan 29 2011,4,4,2,2,2,1,2,16906.356766844525,8651.76,26379170.0,02h 38m 15s
Jan 30 2011,4,4,2,2,2,1,2,15480.288145336865,9699.22,21287930.0,02h 36m 40s
Jan 31 2011,4,4,2,2,2,1,2,18994.50622964289,9556.52,29793486.0,00h 53m 08s
Feb 01 2011,4,4,2,2,2,1,2,24430.506639782758,8759.33,43902672.0,02h 19m 08s
Feb 02 2011,4,4,2,2,2,1,2,50347.411099141034,9132.84,104693104.0,01h 37m 57s
Feb 03 2011,4,4,2,2,2,1,2,29466.61981306447,9194.28,55041804.0,01h 31m 38s
Feb 04 2011,4,4,2,2,2,1,2,26128.76815519679,9082.89,47256220.0,01h 33m 45s
Feb 05 2011,4,4,2,2,2,1,2,22630.42273670167,10534.85,36554100.0,01h 13m 11s
Feb 06 2011,4,4,2,2,2,1,2,23902.091063210184,10814.24,39051700.0,01h 35m 10s
Feb 07 2011,4,4,2,2,2,1,2,18648.395450527303,11165.05,25959398.0,01h 32m 37s
Feb 08 2011,4,4,2,2,2,1,2,32918.33898736873,9721.85,62088388.0,01h 36m 15s
Feb 09 2011,4,4,2,2,2,1,2,30054.01525409883,10021.86,54745112.0,00h 53m 26s
Feb 10 2011,4,4,2,2,2,1,2,23160.313773529702,9203.89,39693152.0,01h 22m 26s
Feb 11 2011,4,4,2,2,2,1,2,22008.148207494094,9796.98,35921000.0,01h 19m 25s
Feb 12 2011,4,4,2,2,2,1,2,29813.515457699967,9815.8,54332108.0,01h 21m 45s
Feb 13 2011,4,4,2,2,2,1,2,31933.093393990748,9092.46,60504092.0,00h 53m 40s
Feb 14 2011,4,4,2,2,2,1,2,44658.31931448053,10221.62,88718736.0,01h 21m 25s
Feb 15 2011,4,4,2,2,2,1,2,35532.83876098553,9875.81,67602848.0,01h 10m 18s
Feb 16 2011,4,4,2,2,2,1,2,28628.932762944416,12199.1,47245248.0,01h 14m 08s
Feb 17 2011,4,4,2,2,2,1,2,32807.40087110952,10778.39,59482904.0,01h 14m 53s
Feb 18 2011,4,4,2,2,2,1,2,42662.62692599541,11251.72,81969488.0,01h 21m 23s
Feb 19 2011,4,4,2,2,2,1,2,44596.41819309554,10130.19,88398056.0,01h 24m 07s
Feb 20 2011,4,4,2,2,2,1,2,34326.930278580854,11147.78,62239564.0,01h 22m 20s
Feb 21 2011,4,4,2,2,2,1,2,35304.92819771393,11395.91,64056768.0,01h 23m 31s
Feb 22 2011,4,4,2,2,2,1,2,26226.326015772116,12079.09,41277360.0,01h 38m 04s
Feb 23 2011,4,4,2,2,2,1,2,22404.19109201876,11847.21,32538632.0,01h 18m 58s
Feb 24 2011,4,4,2,2,2,1,2,22518.104444340275,12527.55,31543328.0,01h 30m 58s
Feb 25 2011,4,4,2,2,2,1,2,38767.85114059102,12653.24,69761120.0,01h 41m 40s
Feb 26 2011,4,4,2,2,2,1,2,22200.011114121324,11410.53,32582744.0,01h 33m 40s
Feb 27 2011,4,4,2,2,2,1,2,22065.409456517446,13307.19,28841636.0,01h 34m 20s
Feb 28 2011,4,4,2,2,2,1,2,40244.71828204839,12733.7,72862704.0,01h 35m 08s
Mar 01 2011,4,4,2,2,2,1,2,4.5168378170103286e+23,6.0219999999999996e+23,6.0219999999999996e+23,01h 36m 53s
Mar 02 2011,4,4,2,2,2,1,2,28678.761389857413,10716.29,48869324.0,01h 34m 10s
Mar 03 2011,4,4,2,2,2,1,2,27100.94912424343,11553.3,43556596.0,01h 33m 45s
Mar 04 2011,4,4,2,2,2,1,2,32737.273197193095,15495.45,49752208.0,01h 37m 52s
Mar 05 2011,4,4,2,2,2,1,2,40552.632405396245,14981.82,69099656.0,01h 34m 58s
Mar 06 2011,4,4,2,2,2,1,2,33571.6950319475,12616.32,56732108.0,00h 55m 12s
Mar 07 2011,4,4,2,2,2,1,2,33893.1722571932,12290.12,58000164.0,02h 03m 46s
Mar 08 2011,4,4,2,2,2,1,2,24856.16538008379,12875.97,35422436.0,02h 07m 31s
Mar 09 2011,4,4,2,2,2,1,2,37822.3145938549,14647.3,62825552.0,02h 06m 31s
Mar 10 2011,4,4,2,2,2,1,2,39191.542488901556,16239.24,63041972.0,02h 07m 20s
Mar 11 2011,4,4,2,2,2,1,2,38768.55379452272,13417.41,67135712.0,01h 23m 30s
Mar 12 2011,4,4,2,2,2,1,2,33137.1247267228,14002.89,52607436.0,01h 22m 32s
Mar 13 2011,4,4,2,2,2,1,2,27935.711306902696,16321.23,35867168.0,01h 21m 52s
Mar 14 2011,4,4,2,2,2,1,2,22366.028411346764,14133.59,26634096.0,02h 10m 29s
Mar 15 2011,4,4,2,2,2,1,2,25606.012093332258,13940.62,34577904.0,01h 21m 15s
Mar 16 2011,4,4,2,2,2,1,2,26675.20620660206,15415.6,34240916.0,01h 04m 30s
Mar 17 2011,4,4,2,2,2,1,2,31418.245113606114,13029.36,49882284.0,01h 15m 19s
Mar 18 2011,4,4,2,2,2,1,2,33004.2765278273,14182.42,51366236.0,01h 15m 53s
Mar 19 2011,4,4,2,2,2,1,2,22412.853305671262,12576.74,29212772.0,02h 37m 32s
Mar 20 2011,4,4,2,2,2,1,2,27111.93762847114,13718.89,38084464.0,02h 33m 54s
Mar 21 2011,4,4,2,2,2,1,2,30558.526407350917,15318.72,43094176.0,02h 43m 05s
Mar 22 2011,4,4,2,2,2,1,2,33877.63611890134,15222.39,51040816.0,01h 21m 43s
Mar 23 2011,4,4,2,2,2,1,2,40335.51478901833,15714.05,65294960.0,02h 48m 54s
Mar 24 2011,4,4,2,2,2,1,2,32675.17088411771,15888.11,46688476.0,00h 53m 34s
Mar 25 2011,4,4,2,2,2,1,2,21798.27231576538,15452.45,21639556.0,01h 20m 33s
Mar 26 2011,4,4,2,2,2,1,2,25846.84887831785,15209.75,31603018.0,01h 20m 45s
Mar 27 2011,4,4,2,2,2,1,2,30592.725236158014,14658.89,43826268.0,01h 22m 59s
Mar 28 2011,4,4,2,2,2,1,2,26795.396171969383,14471.73,35090048.0,01h 20m 52s
Mar 29 2011,4,4,2,2,2,1,2,24023.929101946127,16716.69,23993360.0,02h 56m 33s
Mar 30 2011,4,4,2,2,2,1,2,24193.74075187444,16290.95,25122338.0,02h 57m 38s
Mar 31 2011,4,4,2,2,2,1,2,27374.09173722718,18896.57,27375652.0,03h 00m 53s
Apr 01 2011,4,4,2,2,2,1,2,30701.23186785559,18565.69,35791632.0,03h 04m 32s
Apr 02 2011,4,4,2,2,2,1,2,31193.541642466935,15214.53,43530392.0,03h 00m 35s
Apr 03 2011,4,4,2,2,2,1,2,36400.3156303759,12892.3,60427588.0,01h 31m 15s
Apr 04 2011,4,4,2,2,2,1,2,50159.27629970561,16789.15,85111816.0,01h 37m 55s
Apr 05 2011,4,4,2,2,2,1,2,51396.74720059348,17542.17,86409208.0,01h 36m 01s
Apr 06 2011,4,4,2,2,2,1,2,32394.836819067845,13557.03,49319580.0,01h 34m 30s
Apr 07 2011,4,4,2,2,2,1,2,24835.643987341187,15621.86,27108112.0,01h 32m 00s
Apr 08 2011,4,4,2,2,2,1,2,24960.02838189314,16726.05,25043660.0,01h 33m 20s
Apr 09 2011,4,4,2,2,2,1,2,27729.981649344067,16892.21,31156434.0,01h 32m 29s
Apr 10 2011,4,4,2,2,2,1,2,34916.652552086445,16023.99,49862188.0,01h 40m 57s
Apr 11 2011,4,4,2,2,2,1,2,47756.389393727615,16946.55,78291096.0,01h 34m 21s
Apr 12 2011,4,4,2,2,2,1,2,35710.07821016206,14523.86,54628520.0,01h 32m 55s
Apr 13 2011,4,4,2,2,2,1,2,30391.142159283583,15780.05,39316528.0,01h 32m 29s
Apr 14 2011,4,4,2,2,2,1,2,27374.18466489119,15429.33,32788856.0,00h 54m 04s
Apr 15 2011,4,4,2,2,2,1,2,44448.57949496085,17981.04,67836632.0,01h 19m 06s
Apr 16 2011,4,4,2,2,2,1,2,60588.591407227505,20223.18,101284216.0,00h 56m 25s
Apr 17 2011,4,4,2,2,2,1,2,51694.59258933528,15663.32,89645192.0,01h 25m 37s
Apr 18 2011,4,4,2,2,2,1,2,31924.398862053495,18672.0,36334816.0,01h 22m 45s
Apr 19 2011,4,4,2,2,2,1,2,30297.465186506834,15010.12,40096264.0,01h 22m 39s
Apr 20 2011,4,4,2,2,2,1,2,41063.43022745244,19445.6,56116432.0,01h 16m 15s
Apr 21 2011,4,4,2,2,2,1,2,32802.76614709357,18745.26,37897240.0,01h 17m 26s
Apr 22 2011,4,4,2,2,2,1,2,33655.46858641375,19289.07,38638156.0,02h 00m 43s
Apr 23 2011,4,4,2,2,2,1,2,42480.34168744691,20829.58,56139364.0,01h 21m 55s
Apr 24 2011,4,4,2,2,2,1,2,31548.75813151808,19318.99,33333990.0,02h 12m 32s
Apr 25 2011,4,4,2,2,2,1,2,32685.42621292617,19599.17,35303720.0,01h 21m 06s
Apr 26 2011,4,4,2,2,2,1,2,47468.28083171815,22543.25,63870812.0,01h 23m 10s
Apr 27 2011,4,4,2,2,2,1,2,53641.43227315486,22926.14,77535952.0,02h 11m 13s
