start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sfclay_physics
Oct 26 2011,8,4,4,7,8,99,1
Aug 02 2011,19,5,1,5,8,1,1
Jul 08 2011,28,4,3,5,1,99,1
Oct 16 2011,19,4,4,7,8,99,1
Mar 02 2011,19,4,4,7,1,99,1
Aug 27 2011,28,4,3,5,8,99,1
Sep 17 2011,28,4,5,5,1,99,1
Sep 09 2011,14,1,3,4,7,14,1
May 27 2011,21,31,4,5,6,99,5
Sep 21 2011,28,4,3,4,1,99,1
Jun 18 2011,8,5,3,7,8,1,1
Nov 17 2011,28,4,1,5,1,99,1
Mar 07 2011,28,4,1,5,1,99,1
Sep 29 2011,8,5,1,5,8,1,1
Jan 08 2011,8,5,4,7,8,1,1
Nov 13 2011,19,4,1,7,8,99,1
Mar 02 2011,28,4,4,7,8,99,1
Jun 04 2011,19,4,4,7,8,99,1
Apr 27 2011,19,4,4,7,8,99,1
Aug 28 2011,19,4,4,7,8,99,1
Nov 08 2011,19,4,4,7,8,99,1
Oct 23 2011,19,4,4,7,8,99,1
Jul 27 2011,13,4,4,7,8,99,1
Feb 04 2011,19,4,4,7,8,99,1
Dec 27 2011,19,4,4,7,8,99,1
Jul 09 2011,13,4,4,7,8,99,1
Oct 24 2011,19,7,4,7,8,99,1
May 18 2011,6,4,1,2,6,1,5
Oct 23 2011,19,7,1,2,6,1,5
Sep 08 2011,6,3,5,4,2,99,2
Jul 17 2011,13,3,5,4,8,99,2
Sep 08 2011,28,4,4,7,2,99,1
Aug 05 2011,28,4,1,7,1,99,1
Oct 23 2011,19,4,4,5,8,99,1
Mar 23 2011,19,4,4,1,11,99,1
Jul 22 2011,28,4,3,5,1,99,1
Jan 21 2011,14,1,5,4,7,14,1
May 11 2011,19,4,4,7,8,99,1
Jul 26 2011,13,4,4,7,8,99,1
Jun 13 2011,13,4,4,7,8,99,1
Aug 11 2011,19,5,4,7,8,99,1
Mar 28 2011,8,4,1,7,8,1,1
Jan 05 2011,19,4,4,7,8,99,1
Sep 12 2011,19,4,4,7,8,99,1
Feb 23 2011,19,4,4,7,8,99,1
Nov 13 2011,19,4,4,7,8,99,1
May 30 2011,13,3,5,4,8,99,2
Aug 17 2011,19,4,4,7,2,99,1
Jan 25 2011,19,4,4,7,8,99,1
May 27 2011,13,4,4,7,8,99,1
Oct 10 2011,8,5,1,7,1,1,1
Sep 23 2011,28,4,3,5,8,99,1
Sep 10 2011,19,4,4,4,8,99,1
Jul 22 2011,14,31,4,7,6,99,5
Dec 12 2011,14,4,4,7,8,99,1
Jan 20 2011,19,31,4,4,6,99,5
Jun 30 2011,19,4,4,7,8,99,1
Apr 24 2011,8,5,1,7,8,1,1
Feb 05 2011,13,4,4,7,8,99,1
Jan 24 2011,19,4,4,7,8,99,1
Jul 12 2011,28,4,3,7,8,99,1
Jun 13 2011,28,4,4,5,1,99,1
Aug 26 2011,19,4,4,7,8,99,1
Jan 27 2011,28,4,4,7,8,99,1
Jul 06 2011,19,4,4,7,8,99,1
Aug 15 2011,8,5,1,7,8,1,1
May 27 2011,28,5,3,5,1,99,1
Mar 20 2011,8,4,1,7,8,1,1
Jul 23 2011,19,4,4,7,8,99,1
May 11 2011,28,4,3,5,1,99,1
Nov 02 2011,19,4,4,7,8,99,1
Nov 02 2011,14,1,5,4,7,14,1
Aug 16 2011,19,4,5,7,8,99,1
Dec 15 2011,13,3,4,4,2,94,2
Oct 30 2011,14,1,5,4,7,99,1
Aug 23 2011,28,4,4,7,8,14,1
Jul 09 2011,8,5,1,5,8,1,1
Oct 18 2011,6,7,1,2,6,1,5
Aug 20 2011,6,4,4,7,8,99,1
Feb 18 2011,19,7,1,2,6,1,5
Jun 20 2011,28,4,4,7,8,99,1
Jul 05 2011,19,4,4,7,8,99,1
May 05 2011,19,4,4,5,8,99,1
Jan 18 2011,28,4,3,7,1,99,1
Sep 20 2011,19,4,4,7,8,99,1
Dec 16 2011,13,4,4,7,8,99,1
Dec 02 2011,13,4,4,7,8,99,1
Jan 20 2011,19,4,4,7,8,99,1
Dec 24 2011,19,4,4,7,8,99,1
Dec 25 2011,19,4,4,7,8,99,1
Dec 30 2011,8,5,1,7,8,1,1
Oct 22 2011,6,7,1,2,6,1,5
Oct 03 2011,8,5,1,5,8,1,1
Jan 16 2011,19,4,4,1,11,99,1
Oct 23 2011,28,4,3,5,1,99,1
Dec 13 2011,21,31,4,4,6,99,5
Oct 04 2011,19,4,4,7,8,99,1
Dec 22 2011,19,4,4,7,8,99,1
Dec 23 2011,19,4,3,7,8,99,1
Oct 22 2011,13,3,5,4,2,99,2
Oct 23 2011,6,7,4,2,6,1,5
Dec 14 2011,28,4,1,5,1,99,1
