start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sfclay_physics
Aug 06 2011,8,4,4,2,2,6,2
Aug 07 2011,8,4,4,2,2,6,2
Aug 08 2011,8,4,4,2,2,6,2
Aug 09 2011,8,4,4,2,2,6,2
Aug 10 2011,8,4,4,2,2,6,2
Aug 11 2011,8,4,4,2,2,6,2
Aug 12 2011,8,4,4,2,2,6,2
Aug 13 2011,8,4,4,2,2,6,2
Aug 14 2011,8,4,4,2,2,6,2
Aug 15 2011,8,4,4,2,2,6,2
Aug 16 2011,8,4,4,2,2,6,2
Aug 17 2011,8,4,4,2,2,6,2
Aug 18 2011,8,4,4,2,2,6,2
Aug 19 2011,8,4,4,2,2,6,2
Aug 20 2011,8,4,4,2,2,6,2
Aug 21 2011,8,4,4,2,2,6,2
Aug 22 2011,8,4,4,2,2,6,2
Aug 23 2011,8,4,4,2,2,6,2
Aug 24 2011,8,4,4,2,2,6,2
Aug 25 2011,8,4,4,2,2,6,2
Aug 26 2011,8,4,4,2,2,6,2
Aug 27 2011,8,4,4,2,2,6,2
Aug 28 2011,8,4,4,2,2,6,2
Aug 29 2011,8,4,4,2,2,6,2
Aug 30 2011,8,4,4,2,2,6,2
Aug 31 2011,8,4,4,2,2,6,2
Sep 01 2011,8,4,4,2,2,6,2
Sep 02 2011,8,4,4,2,2,6,2
Sep 03 2011,8,4,4,2,2,6,2
Sep 04 2011,8,4,4,2,2,6,2
Sep 05 2011,8,4,4,2,2,6,2
Sep 06 2011,8,4,4,2,2,6,2
Sep 07 2011,8,4,4,2,2,6,2
Sep 08 2011,8,4,4,2,2,6,2
Sep 09 2011,8,4,4,2,2,6,2
Sep 10 2011,8,4,4,2,2,6,2
Sep 11 2011,8,4,4,2,2,6,2
Sep 12 2011,8,4,4,2,2,6,2
Sep 13 2011,8,4,4,2,2,6,2
Sep 14 2011,8,4,4,2,2,6,2
Sep 15 2011,8,4,4,2,2,6,2
Sep 16 2011,8,4,4,2,2,6,2
Sep 17 2011,8,4,4,2,2,6,2
Sep 18 2011,8,4,4,2,2,6,2
Sep 19 2011,8,4,4,2,2,6,2
Sep 20 2011,8,4,4,2,2,6,2
Sep 21 2011,8,4,4,2,2,6,2
Sep 22 2011,8,4,4,2,2,6,2
Sep 23 2011,8,4,4,2,2,6,2
Sep 24 2011,8,4,4,2,2,6,2
Sep 25 2011,8,4,4,2,2,6,2
Sep 26 2011,8,4,4,2,2,6,2
Sep 27 2011,8,4,4,2,2,6,2
Sep 28 2011,8,4,4,2,2,6,2
Sep 29 2011,8,4,4,2,2,6,2
Sep 30 2011,8,4,4,2,2,6,2
Oct 01 2011,8,4,4,2,2,6,2
Oct 02 2011,8,4,4,2,2,6,2
Oct 03 2011,8,4,4,2,2,6,2
Oct 04 2011,8,4,4,2,2,6,2
Oct 05 2011,8,4,4,2,2,6,2
Oct 06 2011,8,4,4,2,2,6,2
Oct 07 2011,8,4,4,2,2,6,2
Oct 08 2011,8,4,4,2,2,6,2
Oct 09 2011,8,4,4,2,2,6,2
Oct 10 2011,8,4,4,2,2,6,2
Oct 11 2011,8,4,4,2,2,6,2
Oct 12 2011,8,4,4,2,2,6,2
Oct 13 2011,8,4,4,2,2,6,2
Oct 14 2011,8,4,4,2,2,6,2
Oct 15 2011,8,4,4,2,2,6,2
Oct 16 2011,8,4,4,2,2,6,2
Oct 17 2011,8,4,4,2,2,6,2
Oct 18 2011,8,4,4,2,2,6,2
Oct 19 2011,8,4,4,2,2,6,2
Oct 20 2011,8,4,4,2,2,6,2
Oct 21 2011,8,4,4,2,2,6,2
Oct 22 2011,8,4,4,2,2,6,2
Oct 23 2011,8,4,4,2,2,6,2
Oct 24 2011,8,4,4,2,2,6,2
Oct 25 2011,8,4,4,2,2,6,2
Oct 26 2011,8,4,4,2,2,6,2
Oct 27 2011,8,4,4,2,2,6,2
Oct 28 2011,8,4,4,2,2,6,2
Oct 29 2011,8,4,4,2,2,6,2
Oct 30 2011,8,4,4,2,2,6,2
Oct 31 2011,8,4,4,2,2,6,2
Nov 01 2011,8,4,4,2,2,6,2
Nov 02 2011,8,4,4,2,2,6,2
Nov 03 2011,8,4,4,2,2,6,2
Nov 04 2011,8,4,4,2,2,6,2
Nov 05 2011,8,4,4,2,2,6,2
Nov 06 2011,8,4,4,2,2,6,2
Nov 07 2011,8,4,4,2,2,6,2
Nov 08 2011,8,4,4,2,2,6,2
Nov 09 2011,8,4,4,2,2,6,2
Nov 10 2011,8,4,4,2,2,6,2
Nov 11 2011,8,4,4,2,2,6,2
Nov 12 2011,8,4,4,2,2,6,2
Nov 13 2011,8,4,4,2,2,6,2
Nov 14 2011,8,4,4,2,2,6,2
Nov 15 2011,8,4,4,2,2,6,2
Nov 16 2011,8,4,4,2,2,6,2
Nov 17 2011,8,4,4,2,2,6,2
Nov 18 2011,8,4,4,2,2,6,2
Nov 19 2011,8,4,4,2,2,6,2
Nov 20 2011,8,4,4,2,2,6,2
Nov 21 2011,8,4,4,2,2,6,2
Nov 22 2011,8,4,4,2,2,6,2
Nov 23 2011,8,4,4,2,2,6,2
Nov 24 2011,8,4,4,2,2,6,2
Nov 25 2011,8,4,4,2,2,6,2
Nov 26 2011,8,4,4,2,2,6,2
Nov 27 2011,8,4,4,2,2,6,2
Nov 28 2011,8,4,4,2,2,6,2
Nov 29 2011,8,4,4,2,2,6,2
Nov 30 2011,8,4,4,2,2,6,2
Dec 01 2011,8,4,4,2,2,6,2
Dec 02 2011,8,4,4,2,2,6,2
Dec 03 2011,8,4,4,2,2,6,2
Dec 04 2011,8,4,4,2,2,6,2
Dec 05 2011,8,4,4,2,2,6,2
Dec 06 2011,8,4,4,2,2,6,2
Dec 07 2011,8,4,4,2,2,6,2
Dec 08 2011,8,4,4,2,2,6,2
Dec 09 2011,8,4,4,2,2,6,2
Dec 10 2011,8,4,4,2,2,6,2
Dec 11 2011,8,4,4,2,2,6,2
Dec 12 2011,8,4,4,2,2,6,2
Dec 13 2011,8,4,4,2,2,6,2
Dec 14 2011,8,4,4,2,2,6,2
Dec 15 2011,8,4,4,2,2,6,2
Dec 16 2011,8,4,4,2,2,6,2
