start_date,mp_physics,ra_lw_physics,ra_sw_physics,sf_surface_physics,bl_pbl_physics,cu_physics,sfclay_physics
Dec 29 2011,19,4,3,7,8,99,1
Dec 24 2011,19,4,4,7,8,99,1
Nov 12 2011,19,4,4,7,8,99,1
Mar 19 2011,19,4,3,7,8,99,1
Jan 27 2011,8,4,1,7,7,1,1
Feb 15 2011,8,4,1,7,8,1,1
Apr 09 2011,8,4,1,7,8,1,1
Mar 24 2011,8,4,1,7,8,1,1
Feb 20 2011,19,4,3,7,8,99,1
Jun 01 2011,19,4,3,7,8,99,1
Apr 22 2011,19,4,3,7,8,99,1
Feb 04 2011,19,4,4,7,8,99,1
Jan 09 2011,8,4,1,7,8,99,1
Aug 29 2011,19,4,4,7,8,99,1
Jun 11 2011,8,4,1,7,8,1,1
Feb 25 2011,8,4,1,7,7,1,1
Oct 10 2011,8,4,1,7,8,1,1
Nov 13 2011,19,4,4,7,8,99,1
May 23 2011,19,4,4,7,8,99,1
Dec 15 2011,8,4,4,7,8,1,1
Jul 10 2011,8,1,1,5,8,99,1
Jul 30 2011,19,4,4,7,8,99,1
Dec 09 2011,19,4,4,7,8,99,1
Mar 23 2011,19,4,4,7,8,99,1
Apr 20 2011,19,4,3,7,8,99,1
Nov 05 2011,19,4,3,7,8,99,1
Apr 27 2011,19,4,4,7,8,99,1
Jan 11 2011,19,4,4,7,8,99,1
Dec 04 2011,19,4,4,7,8,99,1
May 10 2011,19,4,1,7,8,1,1
Sep 23 2011,19,4,3,7,8,99,1
Apr 30 2011,19,4,4,7,8,99,1
Sep 08 2011,8,4,1,7,8,1,1
Sep 09 2011,19,4,3,7,8,99,1
May 20 2011,8,4,1,7,8,1,1
Aug 13 2011,19,4,4,7,8,99,1
Jul 07 2011,19,4,3,7,8,99,1
Jan 09 2011,8,4,1,7,8,1,1
Apr 24 2011,19,4,4,7,8,99,1
Dec 25 2011,19,4,4,7,8,1,1
Oct 17 2011,8,4,1,7,8,1,1
Sep 09 2011,19,4,4,7,8,99,1
Aug 13 2011,19,4,4,7,8,99,1
May 07 2011,8,4,1,7,8,1,1
Jul 22 2011,8,4,1,7,8,1,1
Apr 09 2011,19,4,4,7,8,99,1
Nov 11 2011,19,4,4,7,8,99,1
Jan 01 2011,19,4,1,7,8,1,1
May 14 2011,8,4,4,4,8,99,1
Apr 29 2011,19,4,4,7,8,99,1
Apr 28 2011,19,4,4,7,6,99,1
Feb 05 2011,19,4,3,7,8,99,1
Aug 05 2011,8,4,1,7,8,1,1
Oct 09 2011,19,4,1,7,8,1,1
Sep 04 2011,8,4,1,7,8,1,1
Aug 04 2011,19,4,3,7,8,99,1
Jul 29 2011,8,4,1,7,8,1,1
Jun 23 2011,19,4,4,7,8,99,1
Sep 05 2011,19,4,4,7,8,99,1
Jun 14 2011,19,4,4,4,8,1,1
May 13 2011,8,4,1,7,8,99,1
Oct 09 2011,19,4,4,7,8,99,1
Nov 18 2011,8,4,1,7,8,1,1
Sep 23 2011,8,4,1,7,8,1,1
Mar 26 2011,19,4,4,7,8,99,1
Aug 29 2011,8,4,1,7,8,1,1
Nov 24 2011,19,4,3,7,8,99,1
Feb 06 2011,8,4,1,7,8,1,1
Feb 27 2011,19,4,3,7,8,99,1
Jun 05 2011,8,4,1,7,7,1,1
Aug 30 2011,8,4,1,7,8,1,1
Aug 14 2011,8,4,1,7,8,99,1
Jul 15 2011,8,4,1,7,8,1,1
Jun 15 2011,8,4,1,7,8,99,1
Sep 16 2011,19,4,3,7,8,1,1
Feb 20 2011,19,4,4,7,8,99,1
May 18 2011,8,4,1,7,8,1,1
Aug 08 2011,8,4,1,7,8,1,1
Jun 08 2011,8,4,1,7,8,1,1
Feb 20 2011,19,4,4,7,8,1,1
Dec 28 2011,19,4,4,7,8,99,1
Apr 18 2011,8,4,3,7,8,99,1
Jun 02 2011,19,4,1,7,8,99,1
Aug 27 2011,19,4,4,7,8,99,1
Jun 30 2011,19,4,4,7,8,99,1
Jan 16 2011,19,4,1,7,8,1,1
May 24 2011,8,4,4,7,8,99,1
Feb 05 2011,19,4,3,7,8,99,1
Feb 08 2011,8,4,1,7,8,1,1
Jun 11 2011,8,4,1,7,8,1,1
Apr 30 2011,19,4,3,7,8,99,1
Oct 07 2011,8,4,1,7,8,1,1
Feb 16 2011,19,4,3,7,8,99,1
Mar 06 2011,19,4,3,7,8,1,1
Jun 07 2011,8,4,1,7,8,99,1
Aug 12 2011,19,4,3,7,8,99,1
Jun 20 2011,19,4,4,7,8,14,1
Sep 09 2011,8,4,1,7,8,1,1
Aug 28 2011,19,4,4,7,7,99,1
Feb 28 2011,8,4,1,7,8,1,1
Nov 29 2011,19,4,4,7,8,99,1
Mar 02 2011,19,4,4,7,8,99,1
Feb 12 2011,19,1,4,7,8,99,1
Sep 29 2011,19,4,1,7,8,99,1
Jan 17 2011,8,4,3,7,8,1,1
Oct 29 2011,8,4,1,7,8,1,1
Jul 08 2011,19,4,4,7,8,99,1
Nov 06 2011,8,4,1,7,8,99,1
Nov 21 2011,19,4,1,7,8,1,1
Jan 24 2011,19,4,4,7,8,99,1
May 21 2011,19,4,4,7,8,99,1
Nov 27 2011,19,4,3,7,8,99,1
Jan 02 2011,19,4,4,7,8,99,1
Apr 04 2011,8,4,1,7,8,99,1
Aug 16 2011,19,4,4,7,8,1,1
Aug 28 2011,8,4,1,7,8,99,1
Sep 03 2011,19,4,4,7,8,99,1
Jul 08 2011,19,4,4,7,8,99,1
Jun 01 2011,19,4,4,7,8,99,1
Jun 21 2011,19,4,4,7,8,99,1
Sep 02 2011,19,4,4,7,8,99,1
Mar 05 2011,19,4,4,5,8,99,1
May 30 2011,19,1,4,7,8,99,1
Aug 18 2011,8,4,1,7,8,1,1
Oct 30 2011,19,4,4,7,8,99,1
Apr 27 2011,19,4,4,7,8,99,1
Nov 05 2011,19,4,4,7,8,99,1
Feb 23 2011,19,4,4,7,8,99,1
Dec 22 2011,19,4,4,7,8,99,1
Apr 23 2011,8,4,1,7,8,1,1
Oct 11 2011,19,4,4,7,8,99,1
May 08 2011,8,4,1,7,8,1,1
Jan 28 2011,8,4,1,7,8,1,1
Dec 13 2011,19,4,4,7,8,99,1
Jan 14 2011,19,4,4,7,8,99,1
Dec 13 2011,8,4,1,7,8,1,1
Dec 01 2011,8,4,1,7,8,1,1
Dec 17 2011,8,4,1,7,8,99,1
Jan 14 2011,19,1,4,5,8,99,1
Jan 28 2011,19,4,4,7,8,99,1
Jan 30 2011,8,4,1,7,8,1,1
Jan 11 2011,19,4,4,7,8,99,1
Jan 11 2011,19,4,3,7,8,99,1
Dec 25 2011,19,4,3,7,8,99,1
Dec 25 2011,8,4,1,7,8,1,1
Feb 07 2011,19,4,4,4,8,99,1
Jan 25 2011,19,4,3,7,8,99,1
Nov 22 2011,8,1,4,5,8,99,1
Oct 23 2011,19,4,1,7,8,1,1
