39.53833807	-73.45058587	1
39.52795334	-73.46531444	1
39.54061983	-73.45549334	1
39.54695273	-73.45058143	1
39.53023448	-73.4702217	1
39.53656805	-73.46531187	1
39.54290139	-73.46040114	1
39.5492345	-73.45548951	1
39.55556738	-73.45057697	1
39.53251541	-73.47512928	1
39.53884919	-73.47021973	1
39.54518275	-73.46530927	1
39.55151607	-73.46039791	1
39.55784916	-73.45548564	1
39.56418201	-73.45057246	1
39.53479614	-73.48003719	1
39.54113014	-73.47512791	1
39.5474639	-73.47021772	1
39.55379743	-73.46530663	1
39.56013073	-73.46039463	1
39.5664638	-73.45548173	1
39.57279663	-73.45056792	1
39.53707668	-73.48494543	1
39.54341088	-73.48003642	1
39.54974485	-73.4751265	1
39.55607859	-73.47021568	1
39.5624121	-73.46530396	1
39.56874538	-73.46039132	1
39.57507843	-73.45547779	1
39.58141124	-73.45056334	1
39.539357	-73.48985399	1
39.54569142	-73.48494525	1
39.5520256	-73.48003561	1
39.55835956	-73.47512506	1
39.56469328	-73.47021361	1
39.57102676	-73.46530125	1
39.57736002	-73.46038798	1
39.58369305	-73.45547381	1
39.59002584	-73.45055873	1
39.54163713	-73.49476287	1
39.54797176	-73.48985441	1
39.55430615	-73.48494504	1
39.56064031	-73.48003476	1
39.56697424	-73.47512358	1
39.57330794	-73.47021149	1
39.57964141	-73.4652985	1
39.58597465	-73.4603846	1
39.54391706	-73.49967208	1
39.55025189	-73.49476389	1
39.5565865	-73.48985479	1
39.56292087	-73.48494479	1
39.56925501	-73.48003388	1
39.57558892	-73.47512207	1
39.5819226	-73.47020935	1
39.58825605	-73.46529572	1
39.54619678	-73.50458162	1
39.55253182	-73.4996737	1
39.55886664	-73.49476487	1
39.56520122	-73.48985514	1
39.57153558	-73.48494451	1
39.5778697	-73.48003297	1
39.58420359	-73.47512052	1
39.59053725	-73.47020717	1
39.59687067	-73.4652929	1
39.5484763	-73.50949148	1
39.55481156	-73.50458383	1
39.56114658	-73.49967528	1
39.56748138	-73.49476582	1
39.57381594	-73.48985546	1
39.58015027	-73.48494419	1
39.58648437	-73.48003202	1
39.59281824	-73.47511894	1
39.59915188	-73.47020495	1
39.60548528	-73.46529005	1
39.55075562	-73.51440167	1
39.55709108	-73.50949429	1
39.56342632	-73.50458602	1
39.56976132	-73.49967683	1
39.5760961	-73.49476674	1
39.58243064	-73.48985575	1
39.58876495	-73.48494385	1
39.59509903	-73.48003104	1
39.60143288	-73.47511732	1
39.6077665	-73.4702027	1
39.61409988	-73.46528717	1
39.55303473	-73.51931218	1
39.55937041	-73.51440508	1
39.56570586	-73.50949707	1
39.57204107	-73.50458816	1
39.57837606	-73.49967835	1
39.58471081	-73.49476763	1
39.59104533	-73.489856	1
39.59737962	-73.48494346	1
39.60371368	-73.48003002	1
39.61004751	-73.47511567	1
39.6163811	-73.47020041	1
39.55531365	-73.52422302	1
39.56164953	-73.51931619	1
39.56798519	-73.51440846	1
39.57432062	-73.50949982	1
39.58065581	-73.50459028	1
39.58699078	-73.49967983	1
39.59332551	-73.49476848	1
39.59966001	-73.48985621	1
39.60599428	-73.48494305	1
39.61232832	-73.48002897	1
39.61866212	-73.47511398	1
39.55759236	-73.52913418	1
39.56392845	-73.52422763	1
39.57026432	-73.51932017	1
39.57659996	-73.51441181	1
39.58293536	-73.50950254	1
39.58927054	-73.50459236	1
39.59560548	-73.49968128	1
39.60194019	-73.49476929	1
39.60827468	-73.4898564	1
39.61460892	-73.48494259	1
39.62094294	-73.48002788	1
39.55987086	-73.53404567	1
39.56620717	-73.52913939	1
39.57254325	-73.52423221	1
39.5788791	-73.51932412	1
39.58521471	-73.51441512	1
39.5915501	-73.50950522	1
39.59788525	-73.50459441	1
39.60422018	-73.4996827	1
39.61055487	-73.49477008	1
39.61688933	-73.48985655	1
39.56214917	-73.53895749	1
39.56848569	-73.53405148	1
39.57482198	-73.52914457	1
39.58115803	-73.52423676	1
39.58749386	-73.51932803	1
39.59382946	-73.51441841	1
39.60016482	-73.50950787	1
39.60649996	-73.50459643	1
39.61283486	-73.49968408	1
